school_name,school_section,cca_grouping_desc,cca_generic_name,cca_customized_name
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PRIMARY,CLUBS AND SOCIETIES,CHRISTIAN FELLOWSHIP,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PRIMARY,VISUAL AND PERFORMING ARTS,MEDIA CLUB,na
CHONGFU SCHOOL,PRIMARY,PHYSICAL SPORTS,TRACK & FIELD,ATHLETICS
CHONGFU SCHOOL,PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na
CHONGFU SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
CHONGFU SCHOOL,PRIMARY,PHYSICAL SPORTS,FLOORBALL,na
CHONGFU SCHOOL,PRIMARY,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,RED CROSS
CHONGFU SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
CHONGFU SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
CHONGFU SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,na
CHONGFU SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUZHENG,GUZHENG
CHONGFU SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
CHONGFU SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,na
CHONGFU SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART CLUB
CHONGFU SCHOOL,PRIMARY,CLUBS AND SOCIETIES,IT CLUB,ICT CLUB
CHONGFU SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL CLUB,na
CHIJ (KATONG) PRIMARY,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
CHIJ (KATONG) PRIMARY,PRIMARY,PHYSICAL SPORTS,NETBALL,na
CHIJ (KATONG) PRIMARY,PRIMARY,PHYSICAL SPORTS,SWIMMING,na
CHIJ (KATONG) PRIMARY,PRIMARY,PHYSICAL SPORTS,SAILING,na
CHIJ (KATONG) PRIMARY,PRIMARY,PHYSICAL SPORTS,TRACK & FIELD,na
CHIJ (KATONG) PRIMARY,PRIMARY,PHYSICAL SPORTS,TEN-PIN BOWLING,na
CHIJ (KATONG) PRIMARY,PRIMARY,PHYSICAL SPORTS,ARTISTIC GYMNASTICS,GYMNASTICS
CHIJ (KATONG) PRIMARY,PRIMARY,PHYSICAL SPORTS,MODULAR SPORTS,SPORTS CLUB
CHIJ (KATONG) PRIMARY,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
CHIJ (KATONG) PRIMARY,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
CHIJ (KATONG) PRIMARY,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - HANDBELL/HANDCHIME,HANDBELL ENSEMBLE
CHIJ (KATONG) PRIMARY,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,DANCE CLUB
CHIJ (KATONG) PRIMARY,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART CLUB
CHIJ (KATONG) PRIMARY,PRIMARY,CLUBS AND SOCIETIES,SCIENCE SOCIETY,SCIENCE CLUB
CHIJ (KATONG) PRIMARY,PRIMARY,CLUBS AND SOCIETIES,IT CLUB,INFOCOMM CLUB
CHIJ (KATONG) PRIMARY,PRIMARY,VISUAL AND PERFORMING ARTS,SPEECH AND DRAMA SOCIETY,DRAMA CLUB
CHIJ (KATONG) PRIMARY,PRIMARY,CLUBS AND SOCIETIES,CULTURE CLUB,CULTURAL CLUB
CHIJ (KATONG) PRIMARY,PRIMARY,CLUBS AND SOCIETIES,HOME ECONOMICS,HOME MANAGEMENT
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,PHYSICAL SPORTS,AIR RIFLE / SHOOTING,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,PHYSICAL SPORTS,AIR RIFLE / SHOOTING,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,PHYSICAL SPORTS,BADMINTON,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,PHYSICAL SPORTS,BADMINTON,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,PHYSICAL SPORTS,BASKETBALL,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,PHYSICAL SPORTS,CANOEING/ROWING/DRAGON BOAT,CANOEING & DRAGON BOAT RACING TEAM
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,PHYSICAL SPORTS,CANOEING/ROWING/DRAGON BOAT,CANOEING & DRAGON BOAT RACING TEAM
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,PHYSICAL SPORTS,CRICKET,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,PHYSICAL SPORTS,CRICKET,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,PHYSICAL SPORTS,CROSS COUNTRY,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,PHYSICAL SPORTS,CROSS COUNTRY,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,PHYSICAL SPORTS,NETBALL,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,PHYSICAL SPORTS,NETBALL,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,PHYSICAL SPORTS,RUGBY,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,PHYSICAL SPORTS,RUGBY,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,PHYSICAL SPORTS,FOOTBALL,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,PHYSICAL SPORTS,FOOTBALL,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,PHYSICAL SPORTS,SOFTBALL,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,PHYSICAL SPORTS,SOFTBALL,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,PHYSICAL SPORTS,SQUASH,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,PHYSICAL SPORTS,SQUASH,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,PHYSICAL SPORTS,SWIMMING,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,PHYSICAL SPORTS,SWIMMING,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,PHYSICAL SPORTS,SAILING,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,PHYSICAL SPORTS,SAILING,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,PHYSICAL SPORTS,TRACK & FIELD,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,PHYSICAL SPORTS,TRACK & FIELD,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,PHYSICAL SPORTS,TENNIS,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,PHYSICAL SPORTS,TENNIS,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,PHYSICAL SPORTS,WATER POLO,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,PHYSICAL SPORTS,WATER POLO,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,PHYSICAL SPORTS,FLOORBALL,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,PHYSICAL SPORTS,FLOORBALL,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,PHYSICAL SPORTS,TEN-PIN BOWLING,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,PHYSICAL SPORTS,TEN-PIN BOWLING,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,PHYSICAL SPORTS,GOLF,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,PHYSICAL SPORTS,GOLF,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,PHYSICAL SPORTS,FRISBEE,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,PHYSICAL SPORTS,FRISBEE,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,UNIFORMED GROUPS,BOYS' BRIGADE,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,UNIFORMED GROUPS,NPCC,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,UNIFORMED GROUPS,NPCC,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,UNIFORMED GROUPS,ST. JOHN BRIGADE,ST. JOHN BRIGADE
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,UNIFORMED GROUPS,ST. JOHN BRIGADE,ST. JOHN BRIGADE
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,UNIFORMED GROUPS,VENTURES AND ROVERS,VENTURES
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,UNIFORMED GROUPS,VENTURES AND ROVERS,VENTURES
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,UNIFORMED GROUPS,SCOUTS,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,UNIFORMED GROUPS,SCOUTS,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,UNIFORMED GROUPS,NCC(AIR),na
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,UNIFORMED GROUPS,NCC(AIR),na
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,UNIFORMED GROUPS,NCC (LAND),na
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,UNIFORMED GROUPS,NCC (LAND),na
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,UNIFORMED GROUPS,NCC (SEA),na
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,UNIFORMED GROUPS,NCC (SEA),na
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,SECONDARY CHOIR
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,CHOIR,VOCAL ACCORD
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUITAR,GUITAR ORCHESTRA
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUITAR,GUITAR ORCHESTRA
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - STRING,PHILHARMONIC ORCHESTRA
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ENSEMBLE - STRING,PHILHARMONIC ORCHESTRA
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,VISUAL AND PERFORMING ARTS,BAND - SYMPHONIC,SYMPHONIC BAND
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,BAND - SYMPHONIC,SYMPHONIC BAND
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - MODERN,DANCE VENIA
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,DANCE - MODERN,DANCE VENIA
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - CHINESE,CULTURAL PERFORMING ARTS CLUB
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,DRAMA - CHINESE,CULTURAL PERFORMING ARTS CLUB
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,DRAMA CLUB
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,DRAMA CLUB
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,CLUBS AND SOCIETIES,ASTRONOMY CLUB,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,CLUBS AND SOCIETIES,ASTRONOMY CLUB,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,CLUBS AND SOCIETIES,AUDIO & VIDEO/ PA CLUB,MEDIA RESOURCE TEAM
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,CLUBS AND SOCIETIES,AUDIO & VIDEO/ PA CLUB,MEDIA RESOURCE TEAM
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,CLUBS AND SOCIETIES,CHESS CLUB,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,CLUBS AND SOCIETIES,CHESS CLUB,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,CLUBS AND SOCIETIES,DEBATING AND ORATORICAL SOCIETY,DEBATE CLUB
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,CLUBS AND SOCIETIES,DEBATING AND ORATORICAL SOCIETY,DEBATE CLUB
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,CLUBS AND SOCIETIES,HEALTH AND FITNESS CLUB,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,CLUBS AND SOCIETIES,HEALTH AND FITNESS CLUB,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,CLUBS AND SOCIETIES,INTERACT CLUB,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,CLUBS AND SOCIETIES,INTERACT CLUB,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,CLUBS AND SOCIETIES,LIBRARY COUNCIL,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,CLUBS AND SOCIETIES,LIBRARY COUNCIL,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,CLUBS AND SOCIETIES,MATHEMATICS SOCIETY,MATHEMATICS COMPETITION TEAM
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,CLUBS AND SOCIETIES,MATHEMATICS SOCIETY,MATHEMATICS COMPETITION TEAM
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,VISUAL AND PERFORMING ARTS,PHOTOGRAPHIC SOCIETY,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,PHOTOGRAPHIC SOCIETY,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,CLUBS AND SOCIETIES,CO-OPERATIVE SOCIETY,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,CLUBS AND SOCIETIES,CO-OPERATIVE SOCIETY,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,CLUBS AND SOCIETIES,GLOBAL AWARENESS,YOUNG DIPLOMAT'S SOCIETY
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,CLUBS AND SOCIETIES,GLOBAL AWARENESS,YOUNG DIPLOMAT'S SOCIETY
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,CLUBS AND SOCIETIES,GREEN CLUB,ENVIRONMENT FOCUS GROUP
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,CLUBS AND SOCIETIES,GREEN CLUB,ENVIRONMENT FOCUS GROUP
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,CLUBS AND SOCIETIES,IT CLUB,COMPUTER SERVICES TEAM
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,CLUBS AND SOCIETIES,IT CLUB,COMPUTER SERVICES TEAM
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,CLUBS AND SOCIETIES,PUBLICATIONS,ACSPRESS
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,CLUBS AND SOCIETIES,PUBLICATIONS,ACSPRESS
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,CLUBS AND SOCIETIES,ROBOTICS CLUB,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,CLUBS AND SOCIETIES,AUDIO VIDEO AND INFORMATION TECHNOLOGY CLUB,MPAC
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,CLUBS AND SOCIETIES,AUDIO VIDEO AND INFORMATION TECHNOLOGY CLUB,MPAC
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,CLUBS AND SOCIETIES,SCIENCE RESEARCH SOCIETY,SCIENCE RESEARCH CHALLENGE
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,CLUBS AND SOCIETIES,SCIENCE RESEARCH SOCIETY,SCIENCE RESEARCH CHALLENGE
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,CLUBS AND SOCIETIES,CHESS CLUB - CHINESE,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,CLUBS AND SOCIETIES,CHESS CLUB - CHINESE,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,CLUBS AND SOCIETIES,PLAYWRIGHTS' CLUB,ODYSSEY OF THE MIND
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,CLUBS AND SOCIETIES,PLAYWRIGHTS' CLUB,ODYSSEY OF THE MIND
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,OTHERS,STUDENTS' COUNCIL,STUDENT COUNCIL
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,OTHERS,STUDENTS' COUNCIL,STUDENT COUNCIL
ANGLO-CHINESE SCHOOL (INDEPENDENT),SECONDARY,OTHERS,PREFECTORIAL BOARD,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),JUNIOR COLLEGE,OTHERS,PREFECTORIAL BOARD,na
ASSUMPTION ENGLISH SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
ASSUMPTION ENGLISH SCHOOL,SECONDARY,PHYSICAL SPORTS,JUDO,na
ASSUMPTION ENGLISH SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL
ASSUMPTION ENGLISH SCHOOL,SECONDARY,PHYSICAL SPORTS,SOFTBALL,na
ASSUMPTION ENGLISH SCHOOL,SECONDARY,PHYSICAL SPORTS,FLOORBALL,na
ASSUMPTION ENGLISH SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
ASSUMPTION ENGLISH SCHOOL,SECONDARY,UNIFORMED GROUPS,NPCC,na
ASSUMPTION ENGLISH SCHOOL,SECONDARY,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,RED CROSS YOUTH
ASSUMPTION ENGLISH SCHOOL,SECONDARY,UNIFORMED GROUPS,NCC (SEA),na
ASSUMPTION ENGLISH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
ASSUMPTION ENGLISH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - MODERN,DANCE ENSEMBLE
ASSUMPTION ENGLISH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - CONCERT,na
ASSUMPTION ENGLISH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,HORTICULTURE CLUB,GREEN CLUB
ASSUMPTION ENGLISH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,EDITORIAL BOARD,MEDIA CLUB
ASSUMPTION ENGLISH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,ENGLISH SOCIETY,ENGLISH LANGUAGE DRAMA AND DEBATE SOCIETY
CHIJ SECONDARY (TOA PAYOH),SECONDARY,PHYSICAL SPORTS,BADMINTON,na
CHIJ SECONDARY (TOA PAYOH),SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
CHIJ SECONDARY (TOA PAYOH),SECONDARY,PHYSICAL SPORTS,NETBALL,na
CHIJ SECONDARY (TOA PAYOH),SECONDARY,PHYSICAL SPORTS,TRACK & FIELD,ATHLETICS
CHIJ SECONDARY (TOA PAYOH),SECONDARY,PHYSICAL SPORTS,TENNIS,na
CHIJ SECONDARY (TOA PAYOH),SECONDARY,PHYSICAL SPORTS,TEN-PIN BOWLING,na
CHIJ SECONDARY (TOA PAYOH),SECONDARY,PHYSICAL SPORTS,RHYTHMIC GYMNASTICS,GYMNASTICS (RHYTHMIC)
CHIJ SECONDARY (TOA PAYOH),SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
CHIJ SECONDARY (TOA PAYOH),SECONDARY,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,na
CHIJ SECONDARY (TOA PAYOH),SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
CHIJ SECONDARY (TOA PAYOH),SECONDARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUITAR,GUITAR ENSEMBLE
CHIJ SECONDARY (TOA PAYOH),SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - MODERN,DANCE ENSEMBLE
CHIJ SECONDARY (TOA PAYOH),SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - CHINESE,CHINESE LDDS
CHIJ SECONDARY (TOA PAYOH),SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,IJ THEATER
CHIJ SECONDARY (TOA PAYOH),SECONDARY,VISUAL AND PERFORMING ARTS,BAND - CONCERT,BAND (CONCERT)
CHIJ SECONDARY (TOA PAYOH),SECONDARY,CLUBS AND SOCIETIES,LEGION OF MARY,na
CHIJ SECONDARY (TOA PAYOH),SECONDARY,CLUBS AND SOCIETIES,OUTDOOR ACTIVITIES CLUB,na
CHIJ SECONDARY (TOA PAYOH),SECONDARY,CLUBS AND SOCIETIES,EDITORIAL BOARD,IJ MEDIA CLUB
CHIJ SECONDARY (TOA PAYOH),SECONDARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,ARC (ROBOTICS)
CHIJ SECONDARY (TOA PAYOH),SECONDARY,VISUAL AND PERFORMING ARTS,ARTS AND INNOVATION CLUB,ARTS ALIVE!
CHIJ SECONDARY (TOA PAYOH),SECONDARY,CLUBS AND SOCIETIES,CHIJ YOUTH MISSION,na
GEYLANG METHODIST SCHOOL (SECONDARY),SECONDARY,PHYSICAL SPORTS,BADMINTON,na
GEYLANG METHODIST SCHOOL (SECONDARY),SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
GEYLANG METHODIST SCHOOL (SECONDARY),SECONDARY,PHYSICAL SPORTS,NETBALL,na
GEYLANG METHODIST SCHOOL (SECONDARY),SECONDARY,PHYSICAL SPORTS,FOOTBALL,na
GEYLANG METHODIST SCHOOL (SECONDARY),SECONDARY,PHYSICAL SPORTS,SOFTBALL,na
GEYLANG METHODIST SCHOOL (SECONDARY),SECONDARY,PHYSICAL SPORTS,TRACK & FIELD,ATHLETICS
GEYLANG METHODIST SCHOOL (SECONDARY),SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,na
GEYLANG METHODIST SCHOOL (SECONDARY),SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na
GEYLANG METHODIST SCHOOL (SECONDARY),SECONDARY,PHYSICAL SPORTS,TEN-PIN BOWLING,na
GEYLANG METHODIST SCHOOL (SECONDARY),SECONDARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
GEYLANG METHODIST SCHOOL (SECONDARY),SECONDARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
GEYLANG METHODIST SCHOOL (SECONDARY),SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
GEYLANG METHODIST SCHOOL (SECONDARY),SECONDARY,UNIFORMED GROUPS,NPCC,na
GEYLANG METHODIST SCHOOL (SECONDARY),SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
GEYLANG METHODIST SCHOOL (SECONDARY),SECONDARY,VISUAL AND PERFORMING ARTS,BAND - SYMPHONIC,na
GEYLANG METHODIST SCHOOL (SECONDARY),SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
GEYLANG METHODIST SCHOOL (SECONDARY),SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,na
GEYLANG METHODIST SCHOOL (SECONDARY),SECONDARY,CLUBS AND SOCIETIES,CHESS CLUB,BOARD GAMES CLUB
GEYLANG METHODIST SCHOOL (SECONDARY),SECONDARY,CLUBS AND SOCIETIES,COMPUTER CLUB,DIGITAL MEDIA CLUB
GEYLANG METHODIST SCHOOL (SECONDARY),SECONDARY,CLUBS AND SOCIETIES,GREEN CLUB,na
GEYLANG METHODIST SCHOOL (SECONDARY),SECONDARY,CLUBS AND SOCIETIES,MEDIA RESOURCE CLUB,na
GEYLANG METHODIST SCHOOL (SECONDARY),SECONDARY,CLUBS AND SOCIETIES,YOUNG JOURNALISTS CLUB,MULTI - MEDIA SOCIETY
GEYLANG METHODIST SCHOOL (SECONDARY),SECONDARY,OTHERS,STUDENTS' COUNCIL,na
GEYLANG METHODIST SCHOOL (SECONDARY),SECONDARY,OTHERS,HOUSE APPOINTMENT,na
CHIJ KATONG CONVENT,SECONDARY,PHYSICAL SPORTS,BADMINTON,na
CHIJ KATONG CONVENT,SECONDARY,PHYSICAL SPORTS,CANOEING/ROWING/DRAGON BOAT,CANOEING
CHIJ KATONG CONVENT,SECONDARY,PHYSICAL SPORTS,NETBALL,na
CHIJ KATONG CONVENT,SECONDARY,PHYSICAL SPORTS,TRACK & FIELD,na
CHIJ KATONG CONVENT,SECONDARY,PHYSICAL SPORTS,FLOORBALL,na
CHIJ KATONG CONVENT,SECONDARY,PHYSICAL SPORTS,TEN-PIN BOWLING,na
CHIJ KATONG CONVENT,SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
CHIJ KATONG CONVENT,SECONDARY,UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,NCDCC
CHIJ KATONG CONVENT,SECONDARY,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,na
CHIJ KATONG CONVENT,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
